customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3841-NFECX,Female,1,1,0,71,1,1.0,Fiber optic,1.0,1.0,1.0,1.0,0.0,0.0,Two year,1,Credit card (automatic),96.3499984741211,6766.9501953125,0
4929-XIHVW,Male,1,1,0,2,1,0.0,Fiber optic,0.0,0.0,1.0,0.0,1.0,1.0,Month-to-month,1,Credit card (automatic),95.5,181.649993896484,0
6827-IEAUQ,Female,0,1,1,27,1,0.0,DSL,1.0,1.0,1.0,1.0,0.0,0.0,One year,0,Mailed check,66.1500015258789,1874.44995117188,0
7310-EGVHZ,Male,0,0,0,1,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0,Bank transfer (automatic),20.2000007629395,20.2000007629395,0
3413-BMNZE,Male,1,0,0,1,1,0.0,DSL,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0,Bank transfer (automatic),45.25,45.25,0
6234-RAAPL,Female,0,1,1,72,1,1.0,Fiber optic,1.0,1.0,0.0,1.0,1.0,0.0,Two year,0,Bank transfer (automatic),99.9000015258789,7251.7001953125,0
6047-YHPVI,Male,0,0,0,5,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,1,Electronic check,69.6999969482422,316.899993896484,1
6572-ADKRS,Female,0,0,0,46,1,0.0,Fiber optic,0.0,0.0,1.0,0.0,0.0,0.0,Month-to-month,1,Credit card (automatic),74.8000030517578,3548.30004882813,0
5380-WJKOV,Male,0,0,0,34,1,1.0,Fiber optic,0.0,1.0,1.0,0.0,1.0,1.0,Month-to-month,1,Electronic check,106.349998474121,3549.25,1
8168-UQWWF,Female,0,0,0,11,1,1.0,Fiber optic,0.0,0.0,1.0,0.0,1.0,1.0,Month-to-month,1,Bank transfer (automatic),97.8499984741211,1105.40002441406,1
8865-TNMNX,Male,0,1,1,10,1,0.0,DSL,0.0,1.0,0.0,0.0,0.0,0.0,One year,0,Mailed check,49.5499992370605,475.700012207031,0
9489-DEDVP,Female,0,1,1,70,1,1.0,DSL,1.0,1.0,0.0,0.0,1.0,0.0,Two year,1,Credit card (automatic),69.1999969482422,4872.35009765625,0
9867-JCZSP,Female,0,1,1,17,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,One year,0,Mailed check,20.75,418.25,0
4671-VJLCL,Female,0,0,0,63,1,1.0,DSL,1.0,1.0,1.0,1.0,1.0,0.0,Two year,1,Credit card (automatic),79.8499984741211,4861.4501953125,0
4080-IIARD,Female,0,1,0,13,1,1.0,DSL,1.0,1.0,0.0,1.0,1.0,0.0,Month-to-month,1,Electronic check,76.1999969482422,981.450012207031,0
3714-NTNFO,Female,0,0,0,49,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,1.0,Month-to-month,1,Electronic check,84.5,3906.69995117188,0
5948-UJZLF,Male,0,0,0,2,1,0.0,DSL,0.0,1.0,0.0,0.0,0.0,0.0,Month-to-month,0,Mailed check,49.25,97.0,0
7760-OYPDY,Female,0,0,0,2,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,0.0,Month-to-month,1,Electronic check,80.6500015258789,144.149993896484,1
7639-LIAYI,Male,0,0,0,52,1,1.0,DSL,1.0,0.0,0.0,1.0,1.0,1.0,Two year,1,Credit card (automatic),79.75,4217.7998046875,0
2954-PIBKO,Female,0,1,1,69,1,1.0,DSL,1.0,0.0,1.0,1.0,0.0,0.0,Two year,1,Credit card (automatic),64.1500015258789,4254.10009765625,0
8012-SOUDQ,Female,1,0,0,43,1,1.0,Fiber optic,0.0,1.0,0.0,0.0,1.0,0.0,Month-to-month,1,Electronic check,90.25,3838.75,0
9420-LOJKX,Female,0,0,0,15,1,0.0,Fiber optic,1.0,1.0,0.0,0.0,1.0,1.0,Month-to-month,1,Credit card (automatic),99.0999984741211,1426.40002441406,1
6575-SUVOI,Female,1,1,0,25,1,1.0,DSL,1.0,0.0,0.0,1.0,1.0,0.0,Month-to-month,1,Credit card (automatic),69.5,1752.65002441406,0
7495-OOKFY,Female,1,1,0,8,1,1.0,Fiber optic,0.0,1.0,0.0,0.0,0.0,0.0,Month-to-month,1,Credit card (automatic),80.6500015258789,633.299987792969,1
4667-QONEA,Female,1,1,1,60,1,0.0,DSL,1.0,1.0,1.0,1.0,0.0,1.0,One year,1,Credit card (automatic),74.8499984741211,4456.35009765625,0
1658-BYGOY,Male,1,0,0,18,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,1.0,Month-to-month,1,Electronic check,95.4499969482422,1752.55004882813,1
8769-KKTPH,Female,0,1,1,63,1,1.0,Fiber optic,1.0,0.0,0.0,0.0,1.0,1.0,One year,1,Credit card (automatic),99.6500015258789,6311.2001953125,0
5067-XJQFU,Male,1,1,1,66,1,1.0,Fiber optic,0.0,1.0,1.0,1.0,1.0,1.0,One year,1,Electronic check,108.449996948242,7076.35009765625,0
3957-SQXML,Female,0,1,1,34,1,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,0,Credit card (automatic),24.9500007629395,894.299987792969,0
5954-BDFSG,Female,0,0,0,72,1,1.0,Fiber optic,0.0,0.0,1.0,1.0,1.0,1.0,Two year,1,Credit card (automatic),107.5,7853.7001953125,0
0434-CSFON,Female,0,1,0,47,1,1.0,Fiber optic,0.0,0.0,1.0,0.0,1.0,1.0,Month-to-month,1,Electronic check,100.5,4707.10009765625,0
1215-FIGMP,Male,0,0,0,60,1,1.0,Fiber optic,0.0,1.0,0.0,0.0,1.0,0.0,Month-to-month,1,Bank transfer (automatic),89.9000015258789,5450.7001953125,0
0526-SXDJP,Male,0,1,0,72,0,0.0,DSL,1.0,1.0,1.0,0.0,0.0,0.0,Two year,0,Bank transfer (automatic),42.0999984741211,2962.0,0
0557-ASKVU,Female,0,1,1,18,1,0.0,DSL,0.0,0.0,1.0,1.0,0.0,0.0,One year,1,Credit card (automatic),54.4000015258789,957.099975585938,0
5698-BQJOH,Female,0,0,0,9,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,1.0,Month-to-month,0,Electronic check,94.4000015258789,857.25,1
5122-CYFXA,Female,0,0,0,3,1,0.0,DSL,0.0,1.0,0.0,1.0,1.0,1.0,Month-to-month,1,Electronic check,75.3000030517578,244.100006103516,0
8627-ZYGSZ,Male,0,1,0,47,1,1.0,Fiber optic,0.0,1.0,0.0,0.0,0.0,0.0,One year,1,Electronic check,78.9000015258789,3650.35009765625,0
3410-YOQBQ,Female,0,0,0,31,1,0.0,DSL,0.0,1.0,1.0,1.0,1.0,1.0,Two year,0,Mailed check,79.1999969482422,2497.19995117188,0
3170-NMYVV,Female,0,1,1,50,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,0,Bank transfer (automatic),20.1499996185303,930.900024414063,0
7410-OIEDU,Male,0,0,0,10,1,0.0,Fiber optic,1.0,0.0,1.0,0.0,0.0,0.0,Month-to-month,1,Mailed check,79.8499984741211,887.349975585938,0
2273-QCKXA,Male,0,0,0,1,1,0.0,DSL,0.0,0.0,0.0,1.0,0.0,0.0,Month-to-month,0,Mailed check,49.0499992370605,49.0499992370605,0
0731-EBJQB,Female,0,1,1,52,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,One year,1,Electronic check,20.3999996185303,1090.65002441406,0
1891-QRQSA,Male,1,1,1,64,1,1.0,Fiber optic,1.0,0.0,1.0,1.0,1.0,1.0,Two year,1,Bank transfer (automatic),111.599998474121,7099.0,0
8028-PNXHQ,Male,0,1,1,62,1,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,1,Bank transfer (automatic),24.25,1424.59997558594,0
5630-AHZIL,Female,0,0,1,3,1,0.0,DSL,1.0,0.0,0.0,1.0,0.0,1.0,Month-to-month,1,Bank transfer (automatic),64.5,177.399993896484,0
2673-CXQEU,Female,1,0,0,56,1,1.0,Fiber optic,1.0,1.0,1.0,0.0,1.0,1.0,One year,0,Electronic check,110.5,6139.5,0
6416-JNVRK,Female,0,0,0,46,1,0.0,DSL,0.0,0.0,0.0,0.0,0.0,1.0,One year,0,Credit card (automatic),55.6500015258789,2688.85009765625,0
5590-ZSKRV,Female,0,1,1,8,1,0.0,DSL,1.0,1.0,0.0,0.0,0.0,0.0,Month-to-month,0,Mailed check,54.6500015258789,482.25,0
0191-ZHSKZ,Male,1,0,0,30,1,0.0,DSL,1.0,1.0,0.0,0.0,1.0,1.0,Month-to-month,1,Electronic check,74.75,2111.30004882813,0
3887-PBQAO,Female,0,1,1,45,1,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,One year,1,Credit card (automatic),25.8999996185303,1216.59997558594,0
5919-TMRGD,Female,0,0,1,1,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,0.0,Month-to-month,1,Electronic check,79.3499984741211,79.3499984741211,1
8108-UXRQN,Female,0,1,1,11,0,0.0,DSL,1.0,0.0,0.0,0.0,1.0,1.0,Month-to-month,0,Electronic check,50.5499992370605,565.349975585938,0
9191-MYQKX,Female,0,1,0,7,1,0.0,Fiber optic,0.0,0.0,1.0,0.0,0.0,0.0,Month-to-month,1,Bank transfer (automatic),75.1500015258789,496.899993896484,1
9919-YLNNG,Female,0,0,0,42,1,0.0,Fiber optic,0.0,1.0,1.0,1.0,1.0,1.0,Month-to-month,1,Bank transfer (automatic),103.800003051758,4327.5,0
0318-ZOPWS,Female,0,1,0,49,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,1,Bank transfer (automatic),20.1499996185303,973.349975585938,0
4445-ZJNMU,Male,0,0,0,9,1,1.0,Fiber optic,0.0,1.0,0.0,0.0,1.0,1.0,Month-to-month,1,Credit card (automatic),99.3000030517578,918.75,0
4808-YNLEU,Female,0,1,0,35,1,0.0,DSL,1.0,0.0,0.0,0.0,1.0,0.0,One year,1,Bank transfer (automatic),62.1500015258789,2215.44995117188,0
1862-QRWPE,Female,0,1,1,48,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,0,Bank transfer (automatic),20.6499996185303,1057.0,0
2796-NNUFI,Female,0,1,1,46,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,1,Mailed check,19.9500007629395,927.099975585938,0
3016-KSVCP,Male,0,1,0,29,0,0.0,DSL,0.0,0.0,0.0,0.0,1.0,0.0,Month-to-month,0,Mailed check,33.75,1009.25,0
4767-HZZHQ,Male,0,1,1,30,1,0.0,Fiber optic,0.0,1.0,1.0,0.0,0.0,0.0,Month-to-month,0,Bank transfer (automatic),82.0500030517578,2570.19995117188,0
2424-WVHPL,Male,1,0,0,1,1,0.0,Fiber optic,0.0,0.0,0.0,1.0,0.0,0.0,Month-to-month,0,Electronic check,74.6999969482422,74.6999969482422,0
7233-PAHHL,Male,0,1,1,66,1,1.0,DSL,1.0,0.0,1.0,1.0,1.0,1.0,Two year,1,Mailed check,84.0,5714.25,0
6067-NGCEU,Female,0,0,0,65,1,1.0,Fiber optic,1.0,1.0,1.0,0.0,1.0,1.0,Month-to-month,1,Credit card (automatic),111.050003051758,7107.0,0
9848-JQJTX,Male,0,0,0,72,1,1.0,Fiber optic,0.0,1.0,1.0,0.0,1.0,1.0,Two year,1,Bank transfer (automatic),100.900001525879,7459.0498046875,0
8637-XJIVR,Female,0,0,0,12,1,1.0,Fiber optic,1.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,1,Electronic check,78.9499969482422,927.349975585938,1
9803-FTJCG,Male,0,1,1,71,1,1.0,DSL,1.0,1.0,0.0,1.0,0.0,0.0,One year,1,Credit card (automatic),66.8499984741211,4748.7001953125,0
0278-YXOOG,Male,0,0,0,5,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0,Mailed check,21.0499992370605,113.849998474121,1
3212-KXOCR,Male,0,0,0,52,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,0,Bank transfer (automatic),21.0,1107.19995117188,0
4598-XLKNJ,Female,1,1,0,25,1,0.0,Fiber optic,0.0,1.0,1.0,0.0,1.0,1.0,Month-to-month,1,Electronic check,98.5,2514.5,1
6380-ARCEH,Male,0,0,0,1,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0,Mailed check,20.2000007629395,20.2000007629395,0
3679-XASPY,Female,0,1,1,1,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0,Electronic check,19.4500007629395,19.4500007629395,0
7123-WQUHX,Male,0,0,0,38,1,1.0,Fiber optic,0.0,0.0,1.0,1.0,1.0,0.0,One year,0,Bank transfer (automatic),95.0,3605.60009765625,0
5386-THSLQ,Female,1,1,0,66,0,0.0,DSL,0.0,1.0,1.0,0.0,1.0,0.0,One year,0,Bank transfer (automatic),45.5499992370605,3027.25,0
3192-NQECA,Male,0,1,0,68,1,1.0,Fiber optic,0.0,1.0,1.0,1.0,1.0,1.0,Two year,1,Bank transfer (automatic),110.0,7611.85009765625,1
6180-YBIQI,Male,0,0,0,5,0,0.0,DSL,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0,Mailed check,24.2999992370605,100.199996948242,0
6728-DKUCO,Female,0,1,1,72,1,1.0,Fiber optic,1.0,1.0,0.0,0.0,1.0,1.0,One year,1,Electronic check,104.150001525879,7303.0498046875,0
9750-BOOHV,Female,0,0,0,32,0,0.0,DSL,1.0,0.0,0.0,0.0,0.0,0.0,One year,0,Mailed check,30.1499996185303,927.650024414063,0
8597-CWYHH,Male,0,0,0,43,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,1.0,One year,0,Mailed check,94.3499984741211,3921.30004882813,0
2848-YXSMW,Male,0,1,1,72,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,0,Credit card (automatic),19.3999996185303,1363.25,0
0486-HECZI,Male,0,1,0,55,1,1.0,Fiber optic,1.0,1.0,0.0,0.0,1.0,0.0,Month-to-month,1,Electronic check,96.75,5238.89990234375,1
4549-ZDQYY,Female,0,0,0,52,1,0.0,DSL,1.0,0.0,1.0,1.0,0.0,0.0,One year,0,Credit card (automatic),57.9500007629395,3042.25,0
5712-AHQNN,Female,0,0,0,43,1,0.0,Fiber optic,0.0,1.0,1.0,0.0,1.0,0.0,Month-to-month,1,Electronic check,91.6500015258789,3954.10009765625,0
4846-WHAFZ,Female,1,1,0,37,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,1,Electronic check,76.5,2868.14990234375,1
5256-SKJGO,Female,0,1,1,64,0,0.0,DSL,0.0,1.0,0.0,1.0,1.0,1.0,Two year,1,Electronic check,54.5999984741211,3423.5,0
3071-VBYPO,Male,0,1,1,3,1,0.0,Fiber optic,1.0,1.0,0.0,0.0,1.0,0.0,Month-to-month,0,Electronic check,89.8499984741211,248.399993896484,0
9560-BBZXK,Female,0,0,0,36,0,0.0,DSL,1.0,0.0,0.0,0.0,0.0,0.0,Two year,0,Bank transfer (automatic),31.0499992370605,1126.34997558594,0
5299-RULOA,Female,0,1,1,10,1,1.0,Fiber optic,1.0,0.0,0.0,0.0,1.0,1.0,Month-to-month,1,Electronic check,100.25,1064.65002441406,1
8402-OOOHJ,Female,0,0,0,41,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,0,Mailed check,20.6499996185303,835.150024414063,0
9445-ZUEQE,Male,0,1,1,27,1,1.0,Fiber optic,0.0,1.0,0.0,1.0,0.0,0.0,Month-to-month,1,Credit card (automatic),85.1999969482422,2151.60009765625,0
1091-SOZGA,Female,0,1,1,56,1,1.0,Fiber optic,0.0,0.0,1.0,0.0,1.0,1.0,One year,1,Credit card (automatic),99.8000030517578,5515.4501953125,0
2928-HLDBA,Female,0,0,0,6,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0,Mailed check,20.7000007629395,112.75,0
0404-SWRVG,Male,0,0,0,3,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,1,Electronic check,74.4000015258789,229.550003051758,1
6497-TILVL,Female,0,1,1,7,1,0.0,DSL,1.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0,Mailed check,50.7000007629395,350.350006103516,0
7219-TLZHO,Female,0,1,1,4,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0,Mailed check,20.8500003814697,62.9000015258789,0
4622-YNKIJ,Male,0,0,0,33,1,0.0,Fiber optic,1.0,0.0,0.0,1.0,1.0,0.0,Two year,1,Electronic check,88.9499969482422,3027.64990234375,0
4412-YLTKF,Female,1,0,0,27,1,1.0,Fiber optic,0.0,0.0,1.0,0.0,0.0,0.0,Month-to-month,1,Electronic check,78.0500030517578,2135.5,1
6734-PSBAW,Male,0,1,0,72,1,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,1,Bank transfer (automatic),23.5499992370605,1723.94995117188,0
3930-ZGWVE,Male,0,0,0,1,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0,Mailed check,19.75,19.75,0
2639-UGMAZ,Male,1,0,0,71,0,0.0,DSL,1.0,1.0,0.0,0.0,1.0,1.0,One year,1,Electronic check,56.4500007629395,3985.35009765625,0
2876-GZYZC,Female,0,0,0,13,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,1.0,Month-to-month,1,Electronic check,85.9499969482422,1215.65002441406,0
6207-WIOLX,Female,0,1,1,25,0,0.0,DSL,1.0,1.0,1.0,0.0,1.0,1.0,Month-to-month,1,Credit card (automatic),58.5999984741211,1502.65002441406,1
8587-XYZSF,Male,0,0,0,67,1,0.0,DSL,0.0,0.0,0.0,1.0,0.0,0.0,Two year,0,Bank transfer (automatic),50.5499992370605,3260.10009765625,0
3091-FYHKI,Male,0,0,0,1,0,0.0,DSL,0.0,0.0,0.0,0.0,0.0,1.0,Month-to-month,1,Electronic check,35.4500007629395,35.4500007629395,1
2372-HWUHI,Male,0,0,0,2,1,0.0,DSL,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0,Electronic check,44.3499984741211,81.25,1
7799-LGRDP,Female,0,0,0,43,1,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,1,Credit card (automatic),25.7000007629395,1188.19995117188,0
7850-VWJUU,Female,0,0,0,23,1,0.0,Fiber optic,1.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,1,Bank transfer (automatic),75.0,1778.5,0
3774-VBNXY,Female,0,1,1,64,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,0,Mailed check,20.2000007629395,1277.75,0
6217-KDYWC,Male,0,0,1,57,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,1,Mailed check,19.6000003814697,1170.55004882813,0
0390-DCFDQ,Female,1,1,0,1,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,1,Mailed check,70.4499969482422,70.4499969482422,1
3146-MSEGF,Female,1,1,1,72,1,1.0,DSL,1.0,1.0,1.0,1.0,1.0,1.0,Two year,1,Credit card (automatic),88.0500030517578,6425.64990234375,0
4080-OGPJL,Female,0,0,0,8,1,1.0,DSL,1.0,0.0,0.0,1.0,0.0,1.0,Month-to-month,0,Electronic check,71.1500015258789,563.650024414063,1
1095-WGNGG,Female,0,1,0,61,1,1.0,Fiber optic,0.0,1.0,0.0,0.0,1.0,1.0,Two year,1,Bank transfer (automatic),101.050003051758,5971.25,0
2636-SJDOU,Male,0,0,0,64,1,1.0,Fiber optic,1.0,1.0,0.0,0.0,0.0,0.0,One year,1,Credit card (automatic),84.3000030517578,5289.0498046875,0
1131-QQZEB,Male,1,1,0,71,1,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,0,Bank transfer (automatic),23.9500007629395,1756.19995117188,0
5716-EZXZN,Female,0,1,1,65,1,1.0,Fiber optic,1.0,1.0,0.0,1.0,1.0,0.0,Two year,1,Credit card (automatic),99.0500030517578,6416.7001953125,0
6837-BJYDQ,Male,0,0,0,3,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,One year,0,Mailed check,19.6000003814697,61.3499984741211,0
2135-RXIHG,Male,0,0,0,1,1,0.0,DSL,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,1,Electronic check,45.6500015258789,45.6500015258789,1
6440-DKQGE,Male,0,0,1,30,1,0.0,DSL,0.0,1.0,1.0,0.0,1.0,0.0,One year,0,Credit card (automatic),64.5,1929.94995117188,0
3466-BYAVD,Male,0,1,1,15,1,0.0,DSL,0.0,1.0,1.0,1.0,0.0,1.0,Month-to-month,1,Mailed check,69.5,1071.40002441406,0
3780-YVMFA,Female,0,1,1,8,1,0.0,DSL,0.0,0.0,0.0,1.0,1.0,1.0,Month-to-month,1,Electronic check,68.5500030517578,564.349975585938,0
3874-EQOEP,Male,0,0,0,7,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,1.0,Month-to-month,0,Mailed check,95.0,655.5,1
1679-JRFBR,Female,0,1,1,70,1,1.0,Fiber optic,1.0,1.0,1.0,0.0,1.0,1.0,One year,1,Credit card (automatic),108.150001525879,7930.5498046875,0
9073-ZZIAY,Male,0,1,1,62,1,0.0,DSL,1.0,1.0,1.0,1.0,1.0,1.0,Two year,0,Electronic check,86.0999984741211,5215.25,0
3077-RSNTJ,Female,0,1,1,6,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0,Mailed check,19.7000007629395,113.5,0
6551-GNYDG,Female,0,1,1,14,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,1.0,Month-to-month,1,Bank transfer (automatic),80.9000015258789,1152.80004882813,0
9167-APMXZ,Female,0,0,0,22,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,0.0,Month-to-month,1,Bank transfer (automatic),84.1500015258789,1821.94995117188,0
2749-CTKAJ,Male,0,1,1,22,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,One year,0,Mailed check,20.1499996185303,419.899993896484,0
6371-NZYEG,Male,0,1,1,16,1,0.0,DSL,1.0,0.0,1.0,0.0,1.0,0.0,Two year,0,Mailed check,64.25,1024.0,0
